"name","product_url","price","availability","score","region","processing","drying","arrival","packaging","farm","cultivar","grade","roast","weight","type","flavor_floral","flavor_honey","flavor_sugars","flavor_caramel","flavor_fruits","flavor_citrus","flavor_berry","flavor_cocoa","flavor_nuts","flavor_rustic","flavor_spice","flavor_body","cup_dry_fragrance","cup_wet_aroma","cup_brightness","cup_flavor","cup_body","cup_finish","cup_sweetness","cup_clean_cup","cup_complexity","cup_uniformity","short_desc","product_img","cupping_thumb","flavor_thumb"
"Rwanda Kivu Kageyo","https://www.sweetmarias.com/rwanda-kivu-kageyo-7439.html","$7.33","In stock","87.6","Ngororero District","Wet Process (Washed)","Raised Bed Sun-Dried","November 2022 Arrival","GrainPro Liner","","Bourbon","A1","City to Full City+","","Farm Gate","0","0","3","4","1","1","0","4","0","0.5","2","4","8.6","8.8","8.6","8.8","8.8","8.4","8.6","8.3","8.7","8.5","Bittersweetness unfolds to flavors of unrefined sugar, creamy caramel, dashes of baking spice, chocolate-covered raisin, and a sharp hint of orange peel. Versatile in the roaster. City+ to Full City. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/r/w/rwanda-ngororero-kageyo-station-2_4.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-03-01t100724.948.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-03-01t100727.743.png"
"Rwanda Ngororero","https://www.sweetmarias.com/rwanda-ngororero-7493.html","$7.30","In stock","88.1","Ngororero Town, Ngororero District","Wet Process (Washed)","Raised Bed Sun-Dried","January 2023 Arrival","GrainPro Liner","Yes","Bourbon","A1","City to Full City+","","Farm Gate","0","3","3","1","2","2","1","3.5","0","0","2","4","8.7","8.8","8.6","8.8","9.2","8.5","8.8","8.5","8.7","8.5","Red honey and toasted sugar sweetness are accented by subtle notes of aromatic baking spices, like ginger and clove powder, with hints of orange, graham cracker, black tea, and dried cranberry. City to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/r/w/rwanda-washing-station-ngororero-1_5.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_11_21.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_1__11_21.png"
"Rwanda Nyamasheke Gitwe","https://www.sweetmarias.com/rwanda-nyamasheke-gitwe-7444.html","$7.65","In stock","89","Nyamasheke, Western Province","Wet Process (Washed)","Raised Bed Sun-Dried","November 2022 Arrival","GrainPro Liner","Yes","Bourbon","A1","City to Full City","","Farm Gate","0","2.5","3.5","0","2.5","2.5","0","3.5","0","0","3","3.5","8.8","9","9","9","8.5","9","8.8","9","9.1","8.3","Fragrant baking spice notes add a delicate touch to the light roasts of Gitwe, with transparent sweetness, black tea, dried apple, lemon brightness, and an aromatic Assam tea note in the aftertaste. City to Full City.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/r/w/rwanda-nyamasheke-coffee-gitwe-cooperative-1_3.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-01-13t082825.995.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-01-13t082830.461.png"
"Rwanda Nyamasheke Mutovu","https://www.sweetmarias.com/rwanda-nyamasheke-mutovu-7443.html","$6.95","In stock","87.2","Nyamasheke, Western Province","Wet Process (Washed)","Raised Bed Sun Dried","November 2022 Arrival","GrainPro Liner","Yes","Bourbon","A1","City+ minimum to develop sweetness, but can be taken up to Full City+","","Farm Gate","0","0","3.5","2.5","1","0","1","4","0","2","2","4","8.5","8.7","8.3","8.6","9.1","8","8.8","8","8.7","8.5","Cup sweetness shines through as Mutovu's strength. Pancake syrup, sorghum syrup, pungent burnt caramel, contrasting chocolate roast flavors, hints of raisin and wood spice aroma come through in the cup . City+ to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/r/w/rwanda-nyamasheke-mutovu-coffee-3_3.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-02-24t094114.868.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-02-24t094118.012.png"
"Tanzania Sepukila Cooperative AB","https://www.sweetmarias.com/tanzania-sepukila-cooperative-ab-7212.html","$7.05","In stock","87.8","Ruvuma, Mbinga","Wet Process (Washed)","Raised Bed Sun-Dried","April 2022 Arrival","GrainPro Liner","","Kent","AB","City to Full City","","","0","0","3.5","0","2.5","2.5","1.5","2","0","0","2","3.5","8.7","8.9","8.8","8.8","8.5","8.7","8.7","8.2","9","8.5","Lovely balance of acidity and sweetness that opens up to include flavors of turbinado and sucanat, dried date pieces, a cinnamon stick aromatic accent, hints of lemon juice, and a candied lemon peel bite. City to Full City.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/t/a/tanzania-sweet-marias-mbozi-mbeya-coffee-18.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_1__10_7.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_10_6.png"
"Tanzania Tarime Town AA","https://www.sweetmarias.com/tanzania-tarime-town-aa-7422.html","$7.85","In stock","88","Tarime Town","Wet Process (Washed)","Patio Sun-Dried","August 2022 Arrival","GrainPro Liner","","Bourbon","AA","City to Full City","","","0","2","3.5","0","2","2","0","3","0","0.5","2.5","4","8.7","8.8","8.9","8.7","9","8.5","8.7","8.3","8.9","8.5","Syrupy sweetness and balanced bittersweet core flavors are accented by hints of coconut palm sugar, honey orange tea, grabby citrus, cocoa in the darker roasts, and a mouth cleansing, brisk brightness. City to Full City.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/t/a/tanzania-sweet-marias-collines-green-coffee-2.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_87__3.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_88__2.png"
"India Monsoon Malabar AA","https://www.sweetmarias.com/india-monsoon-malabar-aa-7513.html","$6.75","In stock","85","India","Monsoon","Mechanical","2022 Arrival","Jute Bag","","Kent","AA","Full City+ to French - not a coffee for light roasting!","","","0","0","1","1","0","0","0","5","3","4","1","5","7","7","6","7.5","10","6.5","6.5","6.5","10","10","Best in the darker roast levels and as a blend component, bringing body and bittering low tones to espresso. Earthy, pungent roast tones, hints of toasted grain and nut, barley, roasted corn, and more. Its strength is body, and will make an interesting cup for fans of earthy, low acid cup, and an excellent addition to an espresso blend (we use it in Liquid Amber!). Full City+ to French.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/i/n/india-sweet-marias-monsoon-malabar-2.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-02-08t082518.435.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-02-08t082521.678.png"
"Guatemala Xinabajul Aurelio Del Cerro","https://www.sweetmarias.com/guatemala-xinabajul-aurelio-del-cerro-7309.html","$7.90","In stock","87.3","El Injerto, Huehuetenango","Wet Process (Washed)","Patio Sun-Dried","July 2022 Arrival","GrainPro Liner","Yes","Bourbon, Caturra, Catuai, Typica","SHB EP","City to Full City+","","Farm Gate","0","0","3","4","1.5","1.5","1.5","4","1.5","0","0.5","4.5","8.6","8.8","8.6","8.7","9.3","8.5","8.8","8.5","8.5","9","A versatile coffee, delicious at a wide range of roasts. Brown sugar notes accented by drinking chocolate, raisin, toffee-nut, dark berry hint, and moderate acidity if roasted light. City to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/g/u/guatemala-huehuetenango-xinabajul-aurelio-villatoro-9_1.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_11_13.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_1__11_13.png"
"Guatemala Xinabajul Rosalio Villatoro","https://www.sweetmarias.com/guatemala-xinabajul-rosalio-villatoro-7311.html","$7.90","In stock","87.5","Pena Blanca, La Libertad","Wet Process (Washed)","Patio Sun-Dried","July 2022 Arrival","GrainPro Liner","Yes","Bourbon, Caturra, Typica","SHB EP","City+ to Full City+","","Farm Gate","0","0","3.5","2","1","0","1","4","2","0","0","3.5","8.5","8.7","8.3","8.6","8.7","8.5","8.7","8.5","8.5","8.5","Balanced cup flavors, turbinado, molasses, Brazil nut, and milder acidity that hints at red apple. Darker roasts show semi-sweet chocolate, and an understated berry note. City+ to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/g/u/guatemala-xinabajul-pena-roja-familia-villatoro-1_2.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-02-22t101205.934.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-02-22t101209.181.png"
"Guatemala Xinabajul Virgilio","https://www.sweetmarias.com/guatemala-xinabajul-virgilio-7317.html","$7.81","In stock","87.2","San Pedro Necta, Huehuetenango","Wet Process (Washed)","Patio Sun-Dried","July 2022 Arrival","","Yes","","","City+ to Full City+","","Farm Gate","0","0","3","3.5","1","0","1","4","1.5","0","0","4","8.5","8.7","8.4","8.6","8.9","8.5","8.8","8.5","8.3","8.5","Bittersweetness accented by notes of raw sugar, roasted nuts, hints of red berry. I've enjoyed a 1:1 melange of my City+/Full City roasts that melds berry-like acidity with rich chocolatey low tones. City+ to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/g/u/guatemala-coffee-xinabajul-san-pedro-necta-6_5.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_11_15.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_1__11_15.png"
"Costa Rica Tarrazu Solis & Cordero","https://www.sweetmarias.com/costa-rica-tarrazu-solis-cordero-7365.html","$7.90","In stock","87.5","Los Santos, Tarrazu","Yellow Honey","Patio Sun-Dried","August 2022 Arrival","GrainPro Liner","Yes","Yellow Catuai","SHB EP","City+ to Full City","","Farm Gate","0","2","3.5","0","3","1","3","1.5","0","2.5","0","4","8.5","8.8","8.5","8.7","8.8","8","8.7","7.8","9.2","8.5","There's a lot to uncover in this Costa Rican coffee, raspberry, honey mead, and an apple note that's on the winey side of ripeness. Ample sweetness makes the wilder fruit profiles seem fairly rounded. City+ to Full City+.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/c/o/costa-rica-sweet-marias-coffee-solis-cordero-1.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-03-29t101857.422.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-03-29t101902.104.png"
"Costa Rica Tarrazu Cerro La Cruz","https://www.sweetmarias.com/costa-rica-tarrazu-cerro-la-cruz-7425.html","$7.55","In stock","87.2","San Marcos, Tarrazu","Wet Process (Washed)","Patio Sun-Dried","October 2022 Arrival","GrainPro Liner","Yes","Catuai","SHB","City to Full City+","","Farm Gate","0","2.5","3","1.5","1.5","1","0","3.5","1.5","0","0","3.5","8.5","8.6","8.5","8.5","8.5","8.4","8.7","8.5","8.5","9","Exceedingly sweet Costa Rican coffee that will serve you well as an everyday drinker. Notes of honey-glazed almond note, brisk black tea, torched sugar, red raisin, and Dutch hot chocolate. City to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/c/o/costa-rica-coffee-sweet-marias-tarrazu-4_1.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_9__1_23.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_10__33.png"
"El Salvador Santa Ana Pacas","https://www.sweetmarias.com/el-salvador-santa-ana-pacas-7357.html","$7.30","In stock","86.5","Santa Ana and Chalatenango","Wet Process (Washed)","Raised Bed Sun-Dried and Patio Sun-Dried","August 2022 Arrival","GrainPro Liner","Yes","Pacas","SHG","City+ to Full City+","","Farm Gate","0","1","3","3","0.5","0","0","4","2","0","0","3.5","8.3","8.6","8.3","8.6","8.5","8.5","8.5","8.5","7.7","8.5","All the tenets of a ""daily drinking"" coffee, caramel, almond confection, semi-sweet chocolate bar, and green apple hint. Pungent dark chocolate roast flavors when roasted dark. City+ to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/e/l/el-salvador-sweet-marias-cafenorsv-coffee-cherry-3_1.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-02-10t091408.060.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-02-10t091412.625.png"
"Honduras San Vicente Comunidad Cabanas","https://www.sweetmarias.com/honduras-san-vicente-comunidad-cabanas-7463.html","$7.20","In stock","86.5","Los Planes, Cabanas, La Paz","Wet Process (Washed)","Raised Bed Sun-Dried","December 2022 Arrival","GrainPro Liner","","Lempira, Pacas, Catuai, Ihcafe","SHG","City+ to Full City+","","Farm Gate","0","0","3","1","0","0","0","3.5","2","0","1","3.5","8.3","8.5","8.2","8.5","8.7","8.3","8.5","8.5","8.5","8.5","Brown sugar sweetness, walnut brownie, cocoa dusted almonds, Ghirardelli type dark chocolate and an herbal accent in the aftertaste adds contrast to the profile. City+ to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/s/w/sweet_marias_honduras_comunidad_cabanas4.jpeg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-01-20t101831.401.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_-_2023-01-20t101834.693.png"
"Nicaragua Acopio Suyatal","https://www.sweetmarias.com/nicaragua-acopio-suyatal-7418.html","$6.85","In stock","86","Dipilto, Nueva Segovia","Wet Process (Washed)","Patio Sun-Dried","October 2022 Arrival","GrainPro Liner","","Caturra","SHG","City to Full City+","","Farm Gate","0","0","2.5","2","0.5","0","0","4","2","0","0","4","8.5","8.5","8.2","8.5","8.8","8.3","8.3","8.4","8","8.5","The middle and dark roasts showcase impressive chocolate roast flavors, with notes of brown sugar and rice syrup, hazelnut, chocolate walnut brownie, and mild acidity. City to Full City+. Good for espresso and milk drinks.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/n/i/nicaragua-sweet-marias-green-coffee-dipilto-acopio-suyatal-5_1.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_11_23.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_1__11_23.png"
"Nicaragua Buenos Aires Maracaturra","https://www.sweetmarias.com/nicaragua-buenos-aires-maracaturra-7412.html","$8.25","In stock","87","Dipilto, Nueva Segovia","Wet Process (Washed)","Raised Bed Sun-Dried","October 2022 Arrival","GrainPro Liner","Yes","Maracaturra","SHB EP","City+ to Full City","","Farm Gate","0","2","3","3","1","1","0","3","0","1","1.5","3.5","8.5","8.7","8.6","8.6","8.4","8.3","8.6","8.2","8.6","8.5","The bittersweetness is interspersed with subtle tea-like, bright cup characteristics. Molasses, burnt sugar candies, hints of Oolong tea, orange zest, and an incense-like aromatic note. City+ to Full City.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/n/i/nicaragua-sweet-marias-green-coffee-dipilto-buenos-maracaturra-1_2.jpg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_11_18.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_1__11_18.png"
"Nicaragua Finca Buenos Aires Lot 2","https://www.sweetmarias.com/nicaragua-finca-buenos-aires-lot-2-7403.html","$6.85","In stock","86","Dipilto, Nueva Segovia","Wet Process (Washed)","Patio Sun-Dried","October 2022 Arrival","GrainPro Liner","Yes","Caturra","SHB","City+ to Full City+","","Farm Gate","0","0","2.5","2.5","0","0","0","4","1","0.5","0","3.5","8.3","8.5","8.2","8.4","8.8","8.3","8.3","8.2","7.5","8.5","Buenos Aires displays balanced sweetness and low tones, medium body, with notes of cooked sugars, chocolate-covered almond, and a long bittersweet finish. City+ to Full City+. Good for espresso.","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/n/i/nicaragua-sweet-marias-green-coffee-dipilto-buenos-4.jpeg","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_2__2_45.png","https://www.sweetmarias.com/media/catalog/product/cache/072aa1a8d2f4bee4fd77b213766960c8/d/o/download_3__4_7.png"
